date,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross margin percentage,gross income,Rating,check_total
2022-04-07,340-66-0321,A,Banglore,Member,Male,Electronic Accessories,36.36,4,7.272,152.712,13:07,Cash,145.44,4.761904762,7.272,7.6,152.712
2022-04-08,868-81-1752,B,Hyderabad,Normal,Male,Home And Lifestyle,22.02,9,9.909,208.089,18:48,Cash,198.18,4.761904762,9.909,6.8,208.089
2022-04-11,634-97-8956,A,Banglore,Normal,Male,Food And Beverages,32.9,3,4.935,103.635,17:27,Credit Card,98.7,4.761904762,4.935,9.1,103.63499999999999
2022-04-12,566-71-1091,A,Banglore,Normal,Male,Fashion Accessories,77.02,5,19.255,404.355,15:59,Cash,385.1,4.761904762,19.255,5.5,404.35499999999996
2022-04-13,442-48-3607,A,Banglore,Member,Male,Food And Beverages,23.48,2,2.348,49.308,11:21,Credit Card,46.96,4.761904762,2.348,7.9,49.308
2022-04-14,835-16-0096,C,Vizag,Member,Male,Sports And Travel,14.7,5,3.675,77.175,13:48,Ewallet,73.5,4.761904762,3.675,8.5,77.175
2022-04-15,527-09-6272,A,Banglore,Member,Female,Electronic Accessories,28.45,5,7.1125,149.3625,10:17,Credit Card,142.25,4.761904762,7.1125,9.1,149.3625
2022-04-18,898-04-2717,A,Banglore,Normal,Male,Fashion Accessories,76.4,9,34.38,721.98,15:49,Ewallet,687.6,4.761904762,34.38,7.5,721.98
2022-04-19,692-27-8933,B,Hyderabad,Normal,Female,Sports And Travel,57.95,6,17.385,365.085,13:02,Cash,347.7,4.761904762,17.385,5.2,365.08500000000004
2022-04-20,633-09-3463,C,Vizag,Normal,Female,Electronic Accessories,47.65,3,7.1475,150.0975,12:58,Credit Card,142.95,4.761904762,7.1475,9.5,150.0975
2022-04-21,374-17-3652,B,Hyderabad,Member,Female,Food And Beverages,42.82,9,19.269,404.649,15:26,Credit Card,385.38,4.761904762,19.269,8.9,404.649
2022-04-22,378-07-7001,B,Hyderabad,Member,Male,Electronic Accessories,48.09,3,7.2135,151.4835,18:23,Credit Card,144.27,4.761904762,7.2135,7.8,151.48350000000002
2022-04-25,433-75-6987,B,Hyderabad,Member,Female,Health And Beauty,55.97,7,19.5895,411.3795,19:06,Ewallet,391.79,4.761904762,19.5895,8.9,411.37949999999995
2022-04-26,873-95-4984,B,Hyderabad,Member,Female,Health And Beauty,76.9,7,26.915,565.215,20:21,Cash,538.3,4.761904762,26.915,7.7,565.215
2022-04-27,416-13-5917,C,Vizag,Normal,Female,Food And Beverages,97.03,5,24.2575,509.4075,16:24,Ewallet,485.15,4.761904762,24.2575,9.3,509.40749999999997
2022-04-28,150-89-8043,A,Banglore,Normal,Male,Sports And Travel,44.65,3,6.6975,140.6475,15:04,Cash,133.95,4.761904762,6.6975,6.2,140.64749999999998
2022-04-29,135-84-8019,A,Banglore,Normal,Female,Fashion Accessories,77.93,9,35.0685,736.4385,16:10,Ewallet,701.37,4.761904762,35.0685,7.6,736.4385000000001
2022-05-02,441-94-7118,A,Banglore,Member,Male,Electronic Accessories,71.95,1,3.5975,75.5475,12:14,Cash,71.95,4.761904762,3.5975,7.3,75.5475
2022-05-03,725-96-3778,C,Vizag,Member,Female,Home And Lifestyle,89.25,8,35.7,749.7,10:13,Cash,714.0,4.761904762,35.7,4.7,749.7
2022-05-04,531-80-1784,A,Banglore,Normal,Male,Electronic Accessories,26.02,7,9.107,191.247,17:38,Cash,182.14,4.761904762,9.107,5.1,191.24699999999999
2022-05-05,400-45-1220,B,Hyderabad,Normal,Female,Health And Beauty,13.5,10,6.75,141.75,11:06,Credit Card,135.0,4.761904762,6.75,4.8,141.75
2022-05-06,860-79-0874,C,Vizag,Member,Female,Fashion Accessories,99.3,10,49.65,1042.65,14:53,Credit Card,993.0,4.761904762,49.65,6.6,1042.65
2022-05-09,834-61-8124,A,Banglore,Normal,Male,Electronic Accessories,51.69,7,18.0915,379.9215,18:22,Cash,361.83,4.761904762,18.0915,5.5,379.9215
2022-05-10,115-99-4379,B,Hyderabad,Member,Female,Fashion Accessories,54.73,7,19.1555,402.2655,19:02,Credit Card,383.11,4.761904762,19.1555,8.5,402.2655
2022-05-11,565-67-6697,B,Hyderabad,Member,Male,Home And Lifestyle,27.0,9,12.15,255.15,14:16,Cash,243.0,4.761904762,12.15,4.8,255.15
2022-05-12,320-49-6392,C,Vizag,Normal,Female,Electronic Accessories,30.24,1,1.512,31.752,15:44,Cash,30.24,4.761904762,1.512,8.4,31.752
2022-05-13,889-04-9723,B,Hyderabad,Member,Female,Food And Beverages,89.14,4,17.828,374.388,12:20,Credit Card,356.56,4.761904762,17.828,7.8,374.388
2022-05-16,632-90-0281,C,Vizag,Normal,Female,Fashion Accessories,37.55,10,18.775,394.275,20:01,Credit Card,375.5,4.761904762,18.775,9.3,394.275
2022-05-17,554-42-2417,C,Vizag,Normal,Female,Sports And Travel,95.44,10,47.72,1002.12,13:45,Cash,954.4,4.761904762,47.72,5.2,1002.12
2022-05-18,453-63-6187,B,Hyderabad,Normal,Male,Electronic Accessories,27.5,3,4.125,86.625,15:40,Ewallet,82.5,4.761904762,4.125,6.5,86.625
2022-05-19,578-80-7669,B,Hyderabad,Normal,Male,Sports And Travel,74.97,1,3.7485,78.7185,16:58,Cash,74.97,4.761904762,3.7485,5.6,78.7185
2022-05-20,612-36-5536,A,Banglore,Member,Male,Food And Beverages,80.96,8,32.384,680.064,11:12,Credit Card,647.68,4.761904762,32.384,7.4,680.064
2022-05-23,605-72-4132,C,Vizag,Normal,Female,Food And Beverages,94.47,8,37.788,793.548,15:12,Cash,755.76,4.761904762,37.788,9.1,793.548
2022-05-24,471-41-2823,C,Vizag,Normal,Male,Food And Beverages,99.79,2,9.979,209.559,20:37,Ewallet,199.58,4.761904762,9.979,8.0,209.55900000000003
2022-05-25,462-67-9126,A,Banglore,Normal,Male,Home And Lifestyle,73.22,6,21.966,461.286,17:44,Cash,439.32,4.761904762,21.966,7.2,461.286
2022-05-26,272-27-9238,C,Vizag,Normal,Female,Food And Beverages,41.24,4,8.248,173.208,16:23,Cash,164.96,4.761904762,8.248,7.1,173.208
2022-05-27,834-25-9262,C,Vizag,Normal,Female,Fashion Accessories,81.68,4,16.336,343.056,12:12,Cash,326.72,4.761904762,16.336,9.1,343.05600000000004
2022-05-30,122-61-9553,C,Vizag,Normal,Female,Electronic Accessories,51.32,9,23.094,484.974,19:33,Cash,461.88,4.761904762,23.094,5.6,484.974
2022-05-31,468-88-0009,A,Banglore,Member,Male,Home And Lifestyle,65.94,4,13.188,276.948,10:29,Cash,263.76,4.761904762,13.188,6.0,276.948
2022-06-01,613-59-9758,C,Vizag,Normal,Female,Sports And Travel,14.36,10,7.18,150.78,14:28,Cash,143.6,4.761904762,7.18,5.4,150.78
2022-06-02,254-31-0042,A,Banglore,Member,Male,Electronic Accessories,21.5,9,9.675,203.175,12:46,Credit Card,193.5,4.761904762,9.675,7.8,203.175
2022-06-03,201-86-2184,B,Hyderabad,Member,Female,Electronic Accessories,26.26,7,9.191,193.011,19:40,Cash,183.82,4.761904762,9.191,9.9,193.01100000000002
2022-06-06,261-12-8671,B,Hyderabad,Normal,Female,Fashion Accessories,60.96,2,6.096,128.016,19:39,Credit Card,121.92,4.761904762,6.096,4.9,128.016
2022-06-07,730-70-9830,C,Vizag,Normal,Female,Home And Lifestyle,70.11,6,21.033,441.693,17:54,Ewallet,420.66,4.761904762,21.033,5.2,441.693
2022-06-08,382-25-8917,C,Vizag,Normal,Male,Fashion Accessories,42.08,6,12.624,265.104,12:25,Cash,252.48,4.761904762,12.624,8.9,265.104
2022-06-09,422-29-8786,A,Banglore,Normal,Female,Home And Lifestyle,67.09,5,16.7725,352.2225,16:47,Credit Card,335.45,4.761904762,16.7725,9.1,352.2225
2022-06-10,667-23-5919,A,Banglore,Member,Female,Fashion Accessories,96.7,5,24.175,507.675,12:52,Ewallet,483.5,4.761904762,24.175,7.0,507.675
2022-06-13,843-01-4703,B,Hyderabad,Member,Female,Home And Lifestyle,35.38,9,15.921,334.341,19:50,Credit Card,318.42,4.761904762,15.921,9.6,334.341
2022-06-14,743-88-1662,C,Vizag,Normal,Male,Sports And Travel,95.49,7,33.4215,701.8515,18:17,Ewallet,668.43,4.761904762,33.4215,8.7,701.8515
2022-06-15,595-86-2894,C,Vizag,Member,Male,Fashion Accessories,96.98,4,19.396,407.316,17:20,Ewallet,387.92,4.761904762,19.396,9.4,407.31600000000003
2022-06-16,182-69-8360,B,Hyderabad,Normal,Female,Electronic Accessories,23.65,4,4.73,99.33,13:32,Credit Card,94.6,4.761904762,4.73,4.0,99.33
2022-06-17,289-15-7034,A,Banglore,Member,Male,Sports And Travel,82.33,4,16.466,345.786,10:37,Credit Card,329.32,4.761904762,16.466,7.5,345.786
2022-06-20,462-78-5240,C,Vizag,Normal,Female,Electronic Accessories,26.61,2,2.661,55.881,14:35,Cash,53.22,4.761904762,2.661,4.2,55.881
2022-06-21,868-52-7573,B,Hyderabad,Normal,Female,Food And Beverages,99.69,5,24.9225,523.3725,12:09,Cash,498.45,4.761904762,24.9225,9.9,523.3725
2022-06-22,153-58-4872,C,Vizag,Member,Female,Food And Beverages,74.89,4,14.978,314.538,15:32,Ewallet,299.56,4.761904762,14.978,4.2,314.538
2022-06-23,662-72-2873,A,Banglore,Normal,Female,Food And Beverages,40.94,5,10.235,214.935,13:58,Ewallet,204.7,4.761904762,10.235,9.9,214.935
2022-06-24,525-88-7307,B,Hyderabad,Member,Male,Sports And Travel,75.82,1,3.791,79.611,13:19,Cash,75.82,4.761904762,3.791,5.8,79.61099999999999
2022-06-27,689-16-9784,C,Vizag,Normal,Male,Food And Beverages,46.77,6,14.031,294.651,13:37,Cash,280.62,4.761904762,14.031,6.0,294.651
2022-06-28,725-56-0833,A,Banglore,Normal,Female,Health And Beauty,32.32,10,16.16,339.36,16:49,Credit Card,323.2,4.761904762,16.16,10.0,339.36
2022-06-29,394-41-0748,C,Vizag,Member,Female,Fashion Accessories,54.07,9,24.3315,510.9615,14:55,Ewallet,486.63,4.761904762,24.3315,9.5,510.9615
2022-06-30,596-42-3999,B,Hyderabad,Normal,Male,Food And Beverages,18.22,7,6.377,133.917,14:04,Credit Card,127.54,4.761904762,6.377,6.6,133.917
2022-07-01,541-89-9860,C,Vizag,Member,Female,Fashion Accessories,80.48,3,12.072,253.512,12:31,Cash,241.44,4.761904762,12.072,8.1,253.512
2022-07-04,173-82-9529,B,Hyderabad,Normal,Female,Fashion Accessories,37.95,10,18.975,398.475,14:51,Cash,379.5,4.761904762,18.975,9.7,398.475
2022-07-05,563-36-9814,A,Banglore,Member,Male,Electronic Accessories,76.82,1,3.841,80.661,18:27,Ewallet,76.82,4.761904762,3.841,7.2,80.66099999999999
2022-07-06,308-47-4913,A,Banglore,Member,Female,Sports And Travel,52.26,10,26.13,548.73,12:45,Credit Card,522.6,4.761904762,26.13,6.2,548.73
2022-07-07,885-17-6250,A,Banglore,Normal,Female,Health And Beauty,79.74,1,3.987,83.727,10:36,Ewallet,79.74,4.761904762,3.987,7.3,83.72699999999999
2022-07-08,726-27-2396,A,Banglore,Normal,Female,Health And Beauty,77.5,5,19.375,406.875,20:36,Ewallet,387.5,4.761904762,19.375,4.3,406.875
2022-07-11,316-01-3952,A,Banglore,Normal,Female,Food And Beverages,54.27,5,13.5675,284.9175,14:16,Ewallet,271.35,4.761904762,13.5675,4.6,284.9175
2022-07-12,760-54-1821,B,Hyderabad,Normal,Male,Home And Lifestyle,13.59,9,6.1155,128.4255,10:26,Cash,122.31,4.761904762,6.1155,5.8,128.4255
2022-07-13,793-10-3222,B,Hyderabad,Member,Female,Health And Beauty,41.06,6,12.318,258.678,13:30,Credit Card,246.36,4.761904762,12.318,8.3,258.678
2022-07-14,346-12-3257,B,Hyderabad,Member,Male,Electronic Accessories,19.24,9,8.658,181.818,16:28,Cash,173.16,4.761904762,8.658,8.0,181.81799999999998
2022-07-15,110-05-6330,C,Vizag,Normal,Female,Food And Beverages,39.43,6,11.829,248.409,20:18,Credit Card,236.58,4.761904762,11.829,9.4,248.409
2022-07-18,651-61-0874,C,Vizag,Normal,Male,Home And Lifestyle,46.22,4,9.244,194.124,20:04,Credit Card,184.88,4.761904762,9.244,6.2,194.124
2022-07-19,236-86-3015,C,Vizag,Member,Male,Home And Lifestyle,13.98,1,0.699,14.679,13:38,Ewallet,13.98,4.761904762,0.699,9.8,14.679
2022-07-20,831-64-0259,B,Hyderabad,Normal,Female,Fashion Accessories,39.75,5,9.9375,208.6875,10:43,Ewallet,198.75,4.761904762,9.9375,9.6,208.6875
2022-07-21,587-03-7455,C,Vizag,Member,Female,Fashion Accessories,97.79,7,34.2265,718.7565,17:30,Ewallet,684.53,4.761904762,34.2265,4.9,718.7565000000001
2022-07-22,882-40-4577,A,Banglore,Member,Male,Sports And Travel,67.26,4,13.452,282.492,15:28,Credit Card,269.04,4.761904762,13.452,8.0,282.492
2022-07-25,732-67-5346,A,Banglore,Normal,Male,Food And Beverages,13.79,5,3.4475,72.3975,19:07,Credit Card,68.95,4.761904762,3.4475,7.8,72.3975
2022-07-26,725-32-9708,B,Hyderabad,Member,Female,Fashion Accessories,68.71,4,13.742,288.582,19:01,Cash,274.84,4.761904762,13.742,4.1,288.582
2022-07-27,256-08-8343,A,Banglore,Normal,Female,Home And Lifestyle,56.53,4,11.306,237.426,19:48,Ewallet,226.12,4.761904762,11.306,5.5,237.42600000000002
2022-07-28,372-26-1506,C,Vizag,Normal,Female,Fashion Accessories,23.82,5,5.955,125.055,19:24,Ewallet,119.1,4.761904762,5.955,5.4,125.05499999999999
2022-07-29,244-08-0162,B,Hyderabad,Normal,Female,Health And Beauty,34.21,10,17.105,359.205,13:00,Cash,342.1,4.761904762,17.105,5.1,359.20500000000004
2022-08-01,569-71-4390,B,Hyderabad,Normal,Male,Sports And Travel,21.87,2,2.187,45.927,14:29,Ewallet,43.74,4.761904762,2.187,6.9,45.927
2022-08-02,132-23-6451,A,Banglore,Member,Male,Health And Beauty,20.97,5,5.2425,110.0925,13:21,Cash,104.85,4.761904762,5.2425,7.8,110.0925
2022-08-03,696-90-2548,A,Banglore,Normal,Male,Sports And Travel,25.84,3,3.876,81.396,18:55,Ewallet,77.52,4.761904762,3.876,6.6,81.396
2022-08-04,472-15-9636,A,Banglore,Normal,Male,Home And Lifestyle,50.93,8,20.372,427.812,19:36,Ewallet,407.44,4.761904762,20.372,9.2,427.812
2022-08-05,268-03-6164,B,Hyderabad,Normal,Male,Health And Beauty,96.11,1,4.8055,100.9155,16:28,Ewallet,96.11,4.761904762,4.8055,7.8,100.9155
2022-08-08,750-57-9686,C,Vizag,Normal,Female,Home And Lifestyle,45.38,4,9.076,190.596,13:48,Credit Card,181.52,4.761904762,9.076,8.7,190.596
2022-08-09,186-09-3669,C,Vizag,Member,Female,Health And Beauty,81.51,1,4.0755,85.5855,10:57,Ewallet,81.51,4.761904762,4.0755,9.2,85.58550000000001
2022-08-10,848-07-1692,B,Hyderabad,Normal,Female,Health And Beauty,57.22,2,5.722,120.162,17:13,Ewallet,114.44,4.761904762,5.722,8.3,120.16199999999999
2022-08-11,745-71-3520,A,Banglore,Member,Female,Electronic Accessories,25.22,7,8.827,185.367,10:23,Cash,176.54,4.761904762,8.827,8.2,185.367
2022-08-12,266-76-6436,C,Vizag,Member,Female,Food And Beverages,38.6,3,5.79,121.59,13:57,Ewallet,115.8,4.761904762,5.79,7.5,121.59000000000002
2022-08-15,740-22-2500,C,Vizag,Normal,Female,Electronic Accessories,84.05,3,12.6075,264.7575,13:29,Cash,252.15,4.761904762,12.6075,9.8,264.7575
2022-08-16,271-88-8734,C,Vizag,Member,Female,Fashion Accessories,97.21,10,48.605,1020.705,13:00,Credit Card,972.1,4.761904762,48.605,8.7,1020.7049999999999
2022-08-17,301-81-8610,B,Hyderabad,Member,Male,Fashion Accessories,25.42,8,10.168,213.528,19:42,Credit Card,203.36,4.761904762,10.168,6.7,213.52800000000002
2022-08-18,489-64-4354,C,Vizag,Normal,Male,Fashion Accessories,16.28,1,0.814,17.094,15:36,Cash,16.28,4.761904762,0.814,5.0,17.094
2022-08-19,198-84-7132,B,Hyderabad,Member,Male,Fashion Accessories,40.61,9,18.2745,383.7645,13:40,Cash,365.49,4.761904762,18.2745,7.0,383.7645
2022-08-22,269-10-8440,A,Banglore,Member,Male,Health And Beauty,53.17,7,18.6095,390.7995,18:01,Cash,372.19,4.761904762,18.6095,8.9,390.7995
2022-08-23,650-98-6268,B,Hyderabad,Member,Female,Food And Beverages,20.87,3,3.1305,65.7405,13:53,Credit Card,62.61,4.761904762,3.1305,8.0,65.7405
2022-08-24,741-73-3559,B,Hyderabad,Normal,Male,Sports And Travel,67.27,5,16.8175,353.1675,17:27,Cash,336.35,4.761904762,16.8175,6.9,353.16749999999996
2022-08-25,325-77-6186,A,Banglore,Member,Female,Home And Lifestyle,90.65,10,45.325,951.825,10:53,Ewallet,906.5,4.761904762,45.325,7.3,951.825
2022-08-26,286-75-7818,B,Hyderabad,Normal,Male,Fashion Accessories,69.08,2,6.908,145.068,19:48,Credit Card,138.16,4.761904762,6.908,6.9,145.06799999999998
2022-08-29,574-57-9721,C,Vizag,Normal,Male,Food And Beverages,43.27,2,4.327,90.867,16:53,Ewallet,86.54,4.761904762,4.327,5.7,90.867
2022-08-30,459-50-7686,A,Banglore,Normal,Female,Electronic Accessories,23.46,6,7.038,147.798,19:14,Ewallet,140.76,4.761904762,7.038,6.4,147.798
2022-08-31,616-87-0016,B,Hyderabad,Normal,Male,Fashion Accessories,95.54,7,33.439,702.219,14:36,Credit Card,668.78,4.761904762,33.439,9.6,702.219
2022-09-01,837-55-7229,B,Hyderabad,Normal,Female,Fashion Accessories,47.44,1,2.372,49.812,18:19,Credit Card,47.44,4.761904762,2.372,6.8,49.812
2022-09-02,751-69-0068,C,Vizag,Normal,Male,Sports And Travel,99.24,9,44.658,937.818,19:09,Ewallet,893.16,4.761904762,44.658,9.0,937.818
2022-09-05,257-73-1380,C,Vizag,Member,Male,Sports And Travel,82.93,4,16.586,348.306,16:51,Ewallet,331.72,4.761904762,16.586,9.6,348.30600000000004
2022-09-06,345-08-4992,A,Banglore,Normal,Male,Home And Lifestyle,33.99,6,10.197,214.137,15:37,Credit Card,203.94,4.761904762,10.197,7.7,214.137
2022-09-07,549-96-4200,C,Vizag,Member,Male,Food And Beverages,17.04,4,3.408,71.568,20:15,Ewallet,68.16,4.761904762,3.408,7.0,71.568
2022-09-08,810-60-6344,C,Vizag,Normal,Female,Electronic Accessories,40.86,8,16.344,343.224,14:38,Credit Card,326.88,4.761904762,16.344,6.5,343.224
2022-09-09,450-28-2866,C,Vizag,Member,Male,Food And Beverages,17.44,5,4.36,91.56,19:25,Cash,87.2,4.761904762,4.36,8.1,91.56
2022-09-12,394-30-3170,B,Hyderabad,Member,Female,Sports And Travel,88.43,8,35.372,742.812,19:35,Credit Card,707.44,4.761904762,35.372,4.3,742.812
2022-09-13,138-17-5109,A,Banglore,Member,Female,Home And Lifestyle,89.21,9,40.1445,843.0345,15:42,Credit Card,802.89,4.761904762,40.1445,6.5,843.0345
2022-09-14,192-98-7397,C,Vizag,Normal,Male,Fashion Accessories,12.78,1,0.639,13.419,14:11,Ewallet,12.78,4.761904762,0.639,9.5,13.418999999999999
2022-09-15,301-11-9629,A,Banglore,Normal,Female,Sports And Travel,19.1,7,6.685,140.385,10:43,Cash,133.7,4.761904762,6.685,9.7,140.38500000000002
2022-09-16,390-80-5128,B,Hyderabad,Member,Female,Health And Beauty,19.15,1,0.9575,20.1075,17:58,Credit Card,19.15,4.761904762,0.9575,9.5,20.107499999999998
2022-09-19,235-46-8343,C,Vizag,Member,Male,Food And Beverages,27.66,10,13.83,290.43,11:26,Credit Card,276.6,4.761904762,13.83,8.9,290.43
2022-09-20,453-12-7053,C,Vizag,Normal,Male,Fashion Accessories,45.74,3,6.861,144.081,17:38,Credit Card,137.22,4.761904762,6.861,6.5,144.081
2022-09-21,296-11-7041,B,Hyderabad,Member,Female,Health And Beauty,27.07,1,1.3535,28.4235,20:07,Credit Card,27.07,4.761904762,1.3535,5.3,28.4235
2022-09-22,449-27-2918,B,Hyderabad,Member,Female,Sports And Travel,39.12,1,1.956,41.076,11:02,Credit Card,39.12,4.761904762,1.956,9.6,41.076
2022-09-23,891-01-7034,B,Hyderabad,Normal,Female,Electronic Accessories,74.71,6,22.413,470.673,19:07,Cash,448.26,4.761904762,22.413,6.7,470.673
2022-09-26,744-09-5786,B,Hyderabad,Normal,Male,Electronic Accessories,22.01,6,6.603,138.663,18:50,Cash,132.06,4.761904762,6.603,7.6,138.663
2022-09-27,727-17-0390,A,Banglore,Normal,Female,Food And Beverages,63.61,5,15.9025,333.9525,12:43,Ewallet,318.05,4.761904762,15.9025,4.8,333.9525
2022-09-28,568-88-3448,A,Banglore,Normal,Male,Health And Beauty,25.0,1,1.25,26.25,15:09,Ewallet,25.0,4.761904762,1.25,5.5,26.25
2022-09-29,187-83-5490,A,Banglore,Member,Male,Electronic Accessories,20.77,4,4.154,87.234,13:47,Cash,83.08,4.761904762,4.154,4.7,87.234
2022-09-30,767-54-1907,B,Hyderabad,Member,Female,Fashion Accessories,29.56,5,7.39,155.19,16:59,Cash,147.8,4.761904762,7.39,6.9,155.18999999999997
2022-10-03,710-46-4433,B,Hyderabad,Member,Female,Food And Beverages,77.4,9,34.83,731.43,14:15,Credit Card,696.6,4.761904762,34.83,4.5,731.4300000000001
2022-10-04,533-33-5337,B,Hyderabad,Normal,Male,Electronic Accessories,79.39,10,39.695,833.595,20:24,Cash,793.9,4.761904762,39.695,6.2,833.595
2022-10-05,325-90-8763,C,Vizag,Member,Female,Electronic Accessories,46.57,10,23.285,488.985,13:58,Cash,465.7,4.761904762,23.285,7.6,488.985
2022-10-06,729-46-7422,C,Vizag,Normal,Male,Food And Beverages,35.89,1,1.7945,37.6845,16:52,Credit Card,35.89,4.761904762,1.7945,7.9,37.6845
2022-10-07,639-76-1242,C,Vizag,Normal,Male,Food And Beverages,40.52,5,10.13,212.73,15:19,Cash,202.6,4.761904762,10.13,4.5,212.73000000000002
2022-10-10,234-03-4040,B,Hyderabad,Member,Female,Food And Beverages,73.05,10,36.525,767.025,12:25,Credit Card,730.5,4.761904762,36.525,8.7,767.025
2022-10-11,326-71-2155,C,Vizag,Normal,Female,Sports And Travel,73.95,4,14.79,310.59,10:02,Cash,295.8,4.761904762,14.79,6.1,310.59000000000003
2022-10-12,320-32-8842,C,Vizag,Member,Female,Food And Beverages,22.62,1,1.131,23.751,18:58,Cash,22.62,4.761904762,1.131,6.4,23.751
2022-10-13,470-32-9057,A,Banglore,Member,Male,Food And Beverages,51.34,5,12.835,269.535,15:31,Credit Card,256.7,4.761904762,12.835,9.1,269.535
2022-10-14,878-30-2331,C,Vizag,Member,Female,Sports And Travel,54.55,10,27.275,572.775,11:22,Credit Card,545.5,4.761904762,27.275,7.1,572.775
2022-10-17,440-59-5691,C,Vizag,Member,Female,Health And Beauty,37.15,7,13.0025,273.0525,13:12,Credit Card,260.05,4.761904762,13.0025,7.7,273.0525
2022-10-18,554-53-3790,B,Hyderabad,Normal,Male,Sports And Travel,37.02,6,11.106,233.226,18:33,Cash,222.12,4.761904762,11.106,4.5,233.226
2022-10-19,746-19-0921,C,Vizag,Normal,Male,Food And Beverages,21.58,1,1.079,22.659,10:02,Ewallet,21.58,4.761904762,1.079,7.2,22.659
2022-10-20,233-34-0817,C,Vizag,Member,Female,Electronic Accessories,98.84,1,4.942,103.782,11:21,Cash,98.84,4.761904762,4.942,8.4,103.78200000000001
2022-10-21,767-05-1286,C,Vizag,Member,Female,Home And Lifestyle,83.77,6,25.131,527.751,12:10,Ewallet,502.62,4.761904762,25.131,5.4,527.751
2022-10-24,340-21-9136,A,Banglore,Member,Female,Sports And Travel,40.05,4,8.01,168.21,11:40,Cash,160.2,4.761904762,8.01,9.7,168.20999999999998
2022-10-25,405-31-3305,A,Banglore,Member,Male,Fashion Accessories,43.13,10,21.565,452.865,18:31,Credit Card,431.3,4.761904762,21.565,5.5,452.865
2022-10-26,731-59-7531,B,Hyderabad,Member,Male,Health And Beauty,72.57,8,29.028,609.588,17:58,Cash,580.56,4.761904762,29.028,4.6,609.588
2022-10-27,676-39-6028,A,Banglore,Member,Female,Electronic Accessories,64.44,5,16.11,338.31,17:04,Cash,322.2,4.761904762,16.11,6.6,338.31
2022-10-28,502-05-1910,A,Banglore,Normal,Male,Health And Beauty,65.18,3,9.777,205.317,20:35,Credit Card,195.54,4.761904762,9.777,6.3,205.317
2022-10-31,485-30-8700,A,Banglore,Normal,Female,Sports And Travel,33.26,5,8.315,174.615,16:10,Credit Card,166.3,4.761904762,8.315,4.2,174.61499999999998
2022-11-01,598-47-9715,C,Vizag,Normal,Male,Electronic Accessories,84.07,4,16.814,353.094,16:54,Ewallet,336.28,4.761904762,16.814,4.4,353.094
2022-11-02,701-69-8742,B,Hyderabad,Normal,Male,Sports And Travel,34.37,10,17.185,360.885,10:11,Ewallet,343.7,4.761904762,17.185,6.7,360.885
2022-11-03,575-67-1508,A,Banglore,Normal,Male,Electronic Accessories,38.6,1,1.93,40.53,11:26,Ewallet,38.6,4.761904762,1.93,6.7,40.53
2022-11-04,541-08-3113,C,Vizag,Normal,Male,Food And Beverages,65.97,8,26.388,554.148,20:29,Cash,527.76,4.761904762,26.388,8.4,554.148
2022-11-07,246-11-3901,C,Vizag,Normal,Female,Electronic Accessories,32.8,10,16.4,344.4,12:12,Cash,328.0,4.761904762,16.4,6.2,344.4
2022-11-08,674-15-9296,A,Banglore,Normal,Male,Sports And Travel,37.14,5,9.285,194.985,13:05,Ewallet,185.7,4.761904762,9.285,5.0,194.98499999999999
2022-11-09,305-18-3552,B,Hyderabad,Member,Male,Home And Lifestyle,60.38,10,30.19,633.99,16:19,Cash,603.8,4.761904762,30.19,6.0,633.9900000000001
2022-11-10,493-65-6248,C,Vizag,Member,Female,Sports And Travel,36.98,10,18.49,388.29,19:48,Credit Card,369.8,4.761904762,18.49,7.0,388.28999999999996
2022-11-11,438-01-4015,B,Hyderabad,Member,Female,Sports And Travel,49.49,4,9.898,207.858,15:25,Ewallet,197.96,4.761904762,9.898,6.6,207.858
2022-11-14,709-58-4068,B,Hyderabad,Normal,Female,Fashion Accessories,41.09,10,20.545,431.445,14:42,Cash,410.9,4.761904762,20.545,7.3,431.44500000000005
2022-11-15,795-49-7276,A,Banglore,Normal,Male,Fashion Accessories,37.15,4,7.43,156.03,18:59,Ewallet,148.6,4.761904762,7.43,8.3,156.03
2022-11-16,556-72-8512,C,Vizag,Normal,Male,Home And Lifestyle,22.96,1,1.148,24.108,20:47,Cash,22.96,4.761904762,1.148,4.3,24.108
2022-11-17,627-95-3243,B,Hyderabad,Member,Female,Home And Lifestyle,77.68,9,34.956,734.076,13:21,Ewallet,699.12,4.761904762,34.956,9.8,734.0760000000001
2022-11-18,686-41-0932,B,Hyderabad,Normal,Female,Fashion Accessories,34.7,2,3.47,72.87,19:48,Ewallet,69.4,4.761904762,3.47,8.2,72.87
2022-11-21,510-09-5628,A,Banglore,Member,Female,Fashion Accessories,19.66,10,9.83,206.43,18:20,Credit Card,196.6,4.761904762,9.83,7.2,206.43
2022-11-22,608-04-3797,B,Hyderabad,Member,Female,Health And Beauty,25.32,8,10.128,212.688,20:24,Ewallet,202.56,4.761904762,10.128,8.7,212.688
2022-11-23,148-82-2527,C,Vizag,Member,Female,Home And Lifestyle,12.12,10,6.06,127.26,13:44,Credit Card,121.2,4.761904762,6.06,8.4,127.25999999999999
